Jurusan,Kategori,Deskripsi,Skills,Karier,URL,combined
Desain Grafis,"Seni, Desain & Musik","Jurusan Desain Grafis ialah jurusan yang mempelajari tentang konsep, bentuk, dan komposisi suatu karya komunikasi visual berupa gambar, garis, maupun elemen grafis lainnya. Hasil dari karya desain diaplikasikan pada berbagai media.","Keterampilan menggambar teknis, Kemampuan mengoperasikan software gambar, Kemampuan berpikir kreatif dan terstruktur, Kemampuan imajinasi, Pemahaman artistik, Pemahaman komposisi warna","Ilustrator, UI/UX Designer, Perancang Web (Web Designer), Desainer Produk, Graphic Designer (Desainer Grafis), Animator",https://campus.quipper.com/majors/id-desain-grafis,"Desain Grafis Seni, Desain & Musik Keterampilan menggambar teknis, Kemampuan mengoperasikan software gambar, Kemampuan berpikir kreatif dan terstruktur, Kemampuan imajinasi, Pemahaman artistik, Pemahaman komposisi warna Ilustrator, UI/UX Designer, Perancang Web (Web Designer), Desainer Produk, Graphic Designer (Desainer Grafis), Animator Jurusan Desain Grafis ialah jurusan yang mempelajari tentang konsep, bentuk, dan komposisi suatu karya komunikasi visual berupa gambar, garis, maupun elemen grafis lainnya. Hasil dari karya desain diaplikasikan pada berbagai media."
Fashion Design,"Seni, Desain & Musik","Hai Quipperian, apakah sekarang ini kamu sedang menempuh pendidikan Sekolah Menengah Atas dan bingung memilih jurusan untuk berkuliah? Bila bingung mencari jurusan yang paling tepat untuk melanjutkan pendidikan, kamu berada di situs yang tepat.","Keahlian Membuat Pattern, Keahlian Fungsional Produk Fashion, Keahlian Menciptakan Bahan Produk Fashion, Keahlian Artistik",Tidak ada informasi,https://campus.quipper.com/majors/id-fashion-design,"Fashion Design Seni, Desain & Musik Keahlian Membuat Pattern, Keahlian Fungsional Produk Fashion, Keahlian Menciptakan Bahan Produk Fashion, Keahlian Artistik Tidak ada informasi Hai Quipperian, apakah sekarang ini kamu sedang menempuh pendidikan Sekolah Menengah Atas dan bingung memilih jurusan untuk berkuliah? Bila bingung mencari jurusan yang paling tepat untuk melanjutkan pendidikan, kamu berada di situs yang tepat."
Tata Rias dan Kecantikan,"Seni, Desain & Musik","Jurusan Tata Rias dan Kecantikan merupakan kuliah rekomendasi untuk kamu pecinta make up. Jadi, dengan berkuliah di jurusan ini, maka kamu bisa mengarahkan hobimu ke jenjang yang lebih tinggi atau profesional. Sebab, kamu telah mengantongi disiplin ilmunya.","Kebersihan dan keamanan dalam tata rias, Tata rias dan potong rambut, Tata rias wajah, Perawatan kuku, Perawatan kulit, Dasar-dasar wirausaha bidang kecantikan, Analisa bentuk dan tipe wajah","Penata Rambut (Hair Stylist), Penata Rias (Make-up Artist), Beauty Advisor",https://campus.quipper.com/majors/id-tata-rias-dan-kecantikan,"Tata Rias dan Kecantikan Seni, Desain & Musik Kebersihan dan keamanan dalam tata rias, Tata rias dan potong rambut, Tata rias wajah, Perawatan kuku, Perawatan kulit, Dasar-dasar wirausaha bidang kecantikan, Analisa bentuk dan tipe wajah Penata Rambut (Hair Stylist), Penata Rias (Make-up Artist), Beauty Advisor Jurusan Tata Rias dan Kecantikan merupakan kuliah rekomendasi untuk kamu pecinta make up. Jadi, dengan berkuliah di jurusan ini, maka kamu bisa mengarahkan hobimu ke jenjang yang lebih tinggi atau profesional. Sebab, kamu telah mengantongi disiplin ilmunya."
Perencanaan Wilayah dan Kota,Sipil & Bangunan,"Perencanaan Wilayah dan Kota (PWK) dikenal juga dengan nama jurusan Teknik Planologi. Jurusan ini mempelajari perencanaan kota dan wilayah dengan mempertimbangkan berbagai aspek termasuk aspek sosial, ekonomi, dan politik. Quipperian juga akan bekali dengan keterampilan menyusun rencana tata ruang serta mengevaluasi berbagai kebijakan dan program yang berhubungan sama rencana tata ruang dan tata wilayah.","Kemampuan analisis, Kemampuan meneliti, Kemampuan melakukan observasi, Kemampuan problem solving, Kemampuan berpikir rasional, Kemampuan berpikir terstruktur, Kemampuan komunikasi","Pegawai Negeri Sipil (PNS), Pegawai Bank (Account Officer), Penilai Real Estate, Bagian Perencanaan dan Pengembangan Real Estate, Konsultan Properti, Bagian Penjualan (Sales) Perusahaan Perumahan, Surveyor Tanah, Dosen, Bartender, System Analyst, Arsiparis",https://campus.quipper.com/majors/id-perencanaan-wilayah-dan-kota,"Perencanaan Wilayah dan Kota Sipil & Bangunan Kemampuan analisis, Kemampuan meneliti, Kemampuan melakukan observasi, Kemampuan problem solving, Kemampuan berpikir rasional, Kemampuan berpikir terstruktur, Kemampuan komunikasi Pegawai Negeri Sipil (PNS), Pegawai Bank (Account Officer), Penilai Real Estate, Bagian Perencanaan dan Pengembangan Real Estate, Konsultan Properti, Bagian Penjualan (Sales) Perusahaan Perumahan, Surveyor Tanah, Dosen, Bartender, System Analyst, Arsiparis Perencanaan Wilayah dan Kota (PWK) dikenal juga dengan nama jurusan Teknik Planologi. Jurusan ini mempelajari perencanaan kota dan wilayah dengan mempertimbangkan berbagai aspek termasuk aspek sosial, ekonomi, dan politik. Quipperian juga akan bekali dengan keterampilan menyusun rencana tata ruang serta mengevaluasi berbagai kebijakan dan program yang berhubungan sama rencana tata ruang dan tata wilayah."
Teknik Sipil,Sipil & Bangunan,"Apa itu teknik sipil? Teknik sipil adalah bidang ilmu yang mempelajari perencanaan/perancangan, manufaktur, manajemen/pengelolaan, dan konservasi dari beragam fasilitas dan sistem untuk mendukung sebuah kota, pedesaan, dan perkotaan. Artinya, seorang lulusan teknik sipil perlu menguasai ilmu terkait desain (saat melakukan perancangan), konsturksi (saat melakukan pembangunan dan menyusun sistem pengelolaan), hingga pemeliharaan lingkungan (saat melihat dampak pembangunan dari berbagai aspek).","Kemampuan berpikir logis, Kemampuan membuat analisis, Kemampuan mendesain, Kemampuan komunikasi, Kemampuan melakukan perencanaan, Pemahaman matematika dan fisika, Pemahaman gambar 2D dan 3D","Pegawai Bank (Account Officer), Bagian Perencanaan dan Pengembangan Real Estate, Konsultan Properti, Sales Perusahaan Konstruksi, Surveyor Tanah, Dosen, Kontraktor, Auditor, Research And Development (RnD), Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-teknik-sipil,"Teknik Sipil Sipil & Bangunan Kemampuan berpikir logis, Kemampuan membuat analisis, Kemampuan mendesain, Kemampuan komunikasi, Kemampuan melakukan perencanaan, Pemahaman matematika dan fisika, Pemahaman gambar 2D dan 3D Pegawai Bank (Account Officer), Bagian Perencanaan dan Pengembangan Real Estate, Konsultan Properti, Sales Perusahaan Konstruksi, Surveyor Tanah, Dosen, Kontraktor, Auditor, Research And Development (RnD), Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst Apa itu teknik sipil? Teknik sipil adalah bidang ilmu yang mempelajari perencanaan/perancangan, manufaktur, manajemen/pengelolaan, dan konservasi dari beragam fasilitas dan sistem untuk mendukung sebuah kota, pedesaan, dan perkotaan. Artinya, seorang lulusan teknik sipil perlu menguasai ilmu terkait desain (saat melakukan perancangan), konsturksi (saat melakukan pembangunan dan menyusun sistem pengelolaan), hingga pemeliharaan lingkungan (saat melihat dampak pembangunan dari berbagai aspek)."
Konstruksi,Sipil & Bangunan,"Konstruksi adalah ilmu yang digunakan untuk melakukan perencanaan, pelaksanaan, dan perbaikan bangunan. Di jurusan ini, Quipperian akan mempelajari bagaimana proses pembuatan bangunan dengan memperhatikan fungsi, aspek struktural, keindahan, dan ekonomi.","Kemampuan berpikir logis, Kemampuan melakukan analisis, Kemampuan mendesain, Kemampuan melakukan perencanaan, Kemampuan memahami gambar 2D dan 3D, Kemampuan komunikasi","Pegawai Bank (Account Officer), Penilai Real Estate, Bagian Perencanaan dan Pengembangan Real Estate, Sales Perusahaan Konstruksi, Bagian Penjualan (Sales) Perusahaan Perumahan, Surveyor Tanah, Kontraktor, Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-konstruksi,"Konstruksi Sipil & Bangunan Kemampuan berpikir logis, Kemampuan melakukan analisis, Kemampuan mendesain, Kemampuan melakukan perencanaan, Kemampuan memahami gambar 2D dan 3D, Kemampuan komunikasi Pegawai Bank (Account Officer), Penilai Real Estate, Bagian Perencanaan dan Pengembangan Real Estate, Sales Perusahaan Konstruksi, Bagian Penjualan (Sales) Perusahaan Perumahan, Surveyor Tanah, Kontraktor, Bartender, Quality Assurance (QA) & Quality Control (QC), System Analyst Konstruksi adalah ilmu yang digunakan untuk melakukan perencanaan, pelaksanaan, dan perbaikan bangunan. Di jurusan ini, Quipperian akan mempelajari bagaimana proses pembuatan bangunan dengan memperhatikan fungsi, aspek struktural, keindahan, dan ekonomi."
Arsitektur,Sipil & Bangunan,"Meski tergolong sebagai salah satu jurusan di Fakultas Teknik, Jurusan Arsitektur sebetulnya tidak melulu membahas masalah teknik, bahkan cenderung ke bidang seni dan estetika. Di Program Studi Arsitektur, kamu bakal mendesain bangunan sesuai kebutuhan dan tentu saja dengan memperhatikan nilai fungsi, keindahan, dan keamanan, ya! Tidak cuma berhenti sampai menciptakan desain nih, Quipperian juga akan dibekali dengan kemampuan perencanaan anggaran yang berguna saat membuat bagunan. Wah, kalau rumah orang aja lain bisa dirancang seindah mungkin, apalagi rumahmu dengan dia? Pasti akan sangat nyaman, bukan?","Kreativitas, Kemampuan mendesain bangunan, Kemampuan perencanaan anggaran, Kemampuan membuat analisis, Pemahaman gambar 2D dan 3D, Detail oriented","Penilai Real Estate, Bagian Perencanaan dan Pengembangan Real Estate, Drafter, Resepsionis (Front Office), Operator CAD (Computer-Aided-Design), Arsitek, Dosen, Wirausaha (Entrepreuner)",https://campus.quipper.com/majors/id-arsitektur,"Arsitektur Sipil & Bangunan Kreativitas, Kemampuan mendesain bangunan, Kemampuan perencanaan anggaran, Kemampuan membuat analisis, Pemahaman gambar 2D dan 3D, Detail oriented Penilai Real Estate, Bagian Perencanaan dan Pengembangan Real Estate, Drafter, Resepsionis (Front Office), Operator CAD (Computer-Aided-Design), Arsitek, Dosen, Wirausaha (Entrepreuner) Meski tergolong sebagai salah satu jurusan di Fakultas Teknik, Jurusan Arsitektur sebetulnya tidak melulu membahas masalah teknik, bahkan cenderung ke bidang seni dan estetika. Di Program Studi Arsitektur, kamu bakal mendesain bangunan sesuai kebutuhan dan tentu saja dengan memperhatikan nilai fungsi, keindahan, dan keamanan, ya! Tidak cuma berhenti sampai menciptakan desain nih, Quipperian juga akan dibekali dengan kemampuan perencanaan anggaran yang berguna saat membuat bagunan. Wah, kalau rumah orang aja lain bisa dirancang seindah mungkin, apalagi rumahmu dengan dia? Pasti akan sangat nyaman, bukan?"
Teknik Lingkungan,Sipil & Bangunan,"Jurusan Teknik Lingkungan adalah bidang ilmu yang mempelajari berbagai permasalahan lingkungan dan solusinya seperti konservasi sumber daya air, pengelolaan lingkungan, pengendalian pencemaran akibat limbah dan lainnya. Contoh permasalahan lingkungan yang sering kita temui saat ini misalnya pencemaran udara dan air di area industri, kurangnya akses air bersis di pemukiman padat penduduk, atau timbunan sampah yang tidak tertanangani dengan baik.","Experimental skill, Design abilities, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan mengaplikasikan matematika, sains, dan rekayasa, Kemampuan bekerja secara tim","Peneliti dan Teknisi Kimia, Teknisi Konservasi Lingkungan, Peneliti Bioteknologi, Ahli Bioteknologi, Dosen, Ekonom, Konsultan Pertanian (Penyuluh Pertanian), Research And Development (RnD), Quality Assurance (QA) & Quality Control (QC), System Analyst",https://campus.quipper.com/majors/id-teknik-lingkungan,"Teknik Lingkungan Sipil & Bangunan Experimental skill, Design abilities, Kemampuan meneliti, Kemampuan melakukan analisis, Kemampuan mengaplikasikan matematika, sains, dan rekayasa, Kemampuan bekerja secara tim Peneliti dan Teknisi Kimia, Teknisi Konservasi Lingkungan, Peneliti Bioteknologi, Ahli Bioteknologi, Dosen, Ekonom, Konsultan Pertanian (Penyuluh Pertanian), Research And Development (RnD), Quality Assurance (QA) & Quality Control (QC), System Analyst Jurusan Teknik Lingkungan adalah bidang ilmu yang mempelajari berbagai permasalahan lingkungan dan solusinya seperti konservasi sumber daya air, pengelolaan lingkungan, pengendalian pencemaran akibat limbah dan lainnya. Contoh permasalahan lingkungan yang sering kita temui saat ini misalnya pencemaran udara dan air di area industri, kurangnya akses air bersis di pemukiman padat penduduk, atau timbunan sampah yang tidak tertanangani dengan baik."
Teknik Arsitekur,Sipil & Bangunan,"Perkuliahan awal untuk program studi teknik arsitektur akan mempelajari tentang dasar-dasar arsitektur dan manajemen konstruksi, bersamaan dengan mata kuliah matematika, fisika dan mata kuliah umum lainya dan pada tahun ke 3 anda mulai melakukan praktikum di lab design.","Project Management: Timeline & Budgeting, Merancang, menganalisis, prototype struktur bangunan, Computer-Aided Drafting (CAD)",Tidak ada informasi,https://campus.quipper.com/majors/id-teknik-arsitekur,"Teknik Arsitekur Sipil & Bangunan Project Management: Timeline & Budgeting, Merancang, menganalisis, prototype struktur bangunan, Computer-Aided Drafting (CAD) Tidak ada informasi Perkuliahan awal untuk program studi teknik arsitektur akan mempelajari tentang dasar-dasar arsitektur dan manajemen konstruksi, bersamaan dengan mata kuliah matematika, fisika dan mata kuliah umum lainya dan pada tahun ke 3 anda mulai melakukan praktikum di lab design."
Arsitektur Lanskap,Sipil & Bangunan,"Apa itu Arsitektur Lanskap? Mungkin, sebagian dari Quipperian belum mengetahui tentang jurusan satu ini. Arsitektur Lanskap merupakan jurusan yang fokus pada perencanaan dan perancangan desain area luar ruangan atau outdoor.","Matematika dan teknik, Perencanaan dan keterampilan desain konstruksi luar ruangan, Literasi komputer: AutoCAD, Photoshop, dan Sketchup 3D, Hukum dan regulasi tentang pembangunan luar ruangan, Komunikasi dan soft skills",Arsitek,https://campus.quipper.com/majors/id-arsitektur-lanskap,"Arsitektur Lanskap Sipil & Bangunan Matematika dan teknik, Perencanaan dan keterampilan desain konstruksi luar ruangan, Literasi komputer: AutoCAD, Photoshop, dan Sketchup 3D, Hukum dan regulasi tentang pembangunan luar ruangan, Komunikasi dan soft skills Arsitek Apa itu Arsitektur Lanskap? Mungkin, sebagian dari Quipperian belum mengetahui tentang jurusan satu ini. Arsitektur Lanskap merupakan jurusan yang fokus pada perencanaan dan perancangan desain area luar ruangan atau outdoor."
Pariwisata,Pariwisata & Perhotelan,"Pariwisata di Indonesia sedang mengalami perkembangan yang cukup pesat dan menjadikan bidang ini sebagai salah satu bidang yang sangat menjanjikan di masa depan. Pariwisata nggak sekadar jalan-jalan aja lho, tetapi lebih luas juga membahas manajemen dan strateginya. Ilmu Pariwisata berhubungan erat dengan sejarah, geografi, budaya, ekonomi, dan sebagainya. Bidang ilmu ini mempelajari sumber daya pariwisata, pembangunan kawasan pariwisata, juga manajemen perhotelan. Bekal pengetahuan tersebut sangat berguna ketika kamu bekerja di industri pariwisata seperti agen perjalanan maupun perhotelan.","Kemampuan komunikasi, Kemampuan negosiasi, Kemampuan berpikir kritis, Kemampuan melakukan observasi, Berwawasan Luas, Kreatif dan Inovatif","Wedding Organizer/Wedding Planner, Pramugari / Pramugara, Staf Maskapai Penerbangan, Concierge Hotel, Pemandu Wisata (Tour Guide), Kondektur Transportasi, Sales Hotel, Sales Agensi Wisata, Event Planner/Event Organizer, Wirausaha (Entrepreuner), Research And Development (RnD)",https://campus.quipper.com/majors/id-pariwisata,"Pariwisata Pariwisata & Perhotelan Kemampuan komunikasi, Kemampuan negosiasi, Kemampuan berpikir kritis, Kemampuan melakukan observasi, Berwawasan Luas, Kreatif dan Inovatif Wedding Organizer/Wedding Planner, Pramugari / Pramugara, Staf Maskapai Penerbangan, Concierge Hotel, Pemandu Wisata (Tour Guide), Kondektur Transportasi, Sales Hotel, Sales Agensi Wisata, Event Planner/Event Organizer, Wirausaha (Entrepreuner), Research And Development (RnD) Pariwisata di Indonesia sedang mengalami perkembangan yang cukup pesat dan menjadikan bidang ini sebagai salah satu bidang yang sangat menjanjikan di masa depan. Pariwisata nggak sekadar jalan-jalan aja lho, tetapi lebih luas juga membahas manajemen dan strateginya. Ilmu Pariwisata berhubungan erat dengan sejarah, geografi, budaya, ekonomi, dan sebagainya. Bidang ilmu ini mempelajari sumber daya pariwisata, pembangunan kawasan pariwisata, juga manajemen perhotelan. Bekal pengetahuan tersebut sangat berguna ketika kamu bekerja di industri pariwisata seperti agen perjalanan maupun perhotelan."
